Ticker,Company Name,P/E (F2),PEG Ratio,Div. Yield %,Net Margin,Debt/Total Capital,Last Qtr EPS,Last Reported Qtr ,% Change Q0 Est. (4 weeks),% Change Q1 Est. (4 weeks),% Change Q2 Est. (4 weeks),Q0 Consensus Est. (last completed fiscal Qtr),# of Analysts in Q0 Consensus,Q1 Consensus Est.,# of Analysts in Q1 Consensus,Q2 Consensus Est. (next fiscal Qtr),P/E (F1),P/E (Trailing 12 Months),F2 Consensus Est.,Exchange,Sector,Month of Fiscal Yr End,Industry,Last EPS Surprise (%),Previous EPS Surprise (%),Avg EPS Surprise (Last 4 Qtrs),Next EPS Report Date ,% Change F1 Est. (4 weeks),% Change F2 Est. (4 weeks),% Change LT Growth Est. (4 weeks),F0 Consensus Est.,F1 Consensus Est.,# of Analysts in Q2 Consensus,Market Cap 
NUE,Nucor Corporation,12.33,1.08,2.3,0.07,26.302,0.65,20171201,0,0.27,0,0.55,7,1.07,7,1.49,12.93,18.64,5.37,NYSE,Basic Materials,12,Steel - Producers,18.18,1.28,2.64,20180419,5.05,1.1,0,3.47,5.12,4,21041.05
NUS,"Nu Skin Enterprises, Inc.",19.53,2.02,2.01,0.06,30.60799,1.2,20171201,0,-2.19,-4.74,1.17,3,0.67,2,0.9,20.43,22.42,3.72,NYSE,Consumer Staples,12,Cosmetics,2.56,0,4.16,20180502,-2.47,2.48,14.51,3.24,3.56,2,3832.29
NUV,"Nuveen Municipal Value Fund, Inc",,,4.09,,,,,,,,,,,,,,,,NYSE,Finance,10,Financial - Investment Funds,,,,,,,,,,,1944.63
NUVA,"NuVasive, Inc.",18.09,1.3,0,0.08,42.17699,0.56,20171201,0.29,-5.11,0.15,0.56,9,0.45,10,0.59,20.67,26.44,2.81,NSDQ,Medical,12,Medical - Products,0,8.33,3.89,20180424,4.32,3.13,6,1.91,2.46,8,2602.29
NVCR,NovoCure Limited,191.14,,0,-0.35,46.15499,-0.12,20171201,0,-21.21,15.56,-0.14,3,-0.13,3,-0.13,,,0.12,NSDQ,Medical,12,Medical Services,14.29,35,15.23,20180426,-37.5,135.35,,-0.71,-0.5,3,2004.38
NVDA,NVIDIA Corporation,35.13,3.84,0.24,0.31,20.992,1.72,20180101,4.23,0,0,1.16,9,1.5,9,1.49,39.34,50.78,7.1,NSDQ,Computer and Technology,1,Semiconductor - General,48.28,41.49,40.76,20180508,0,0,0,4.2,6.34,10,150850.7
NVO,Novo Nordisk A/S,18.02,3.28,1.62,0.34,0,0.53,20171201,0.9,0,0,0.56,2,0.66,1,0.67,19.16,21.72,2.8,NYSE,Medical,12,Large Cap Pharmaceuticals,-7.02,6.9,3.67,20180502,-0.94,-0.3,0,2.51,2.63,1,123129.38
NVR,"NVR, Inc.",13.71,1.05,0,0.09,27.10799,43.41,20171201,-0.74,0,0,48.59,3,31.44,3,45.67,16.05,21.36,220.73,NYSE,Construction,12,Building Products - Home Builders,-11.32,5.29,11.03,20180419,0,0,0,147.66,188.66,2,11149.61
NVRO,Nevro Corp.,7677.25,,0,-0.11,36.78799,-0.15,20171201,0,-47.13,-67.79,-0.14,7,-0.34,7,-0.25,,,0.01,NYSE,Medical,12,Medical - Instruments,-7.14,8.7,-32.17,20180514,-59.34,-84.76,0,-1.24,-0.76,6,2617.9
NVS,Novartis AG,14.21,1.9,3.64,0.16,23.83099,1.2,20171201,-0.29,0,0,1.16,3,1.32,2,1.34,15.27,16.94,5.76,NYSE,Medical,12,Large Cap Pharmaceuticals,3.45,3.2,3.42,20180424,0,0,0,4.79,5.36,1,189591.08
NVZMY,Novozymes A/S,27.53,2.4,0.93,0.21,0,0.43,20171201,,0,0,0.46,1,0.44,1,0.42,30.05,32.86,1.91,OTC,Basic Materials,12,Chemical - Specialty,-6.52,,,20180425,0,0,0,1.69,1.75,1,13211.06
NWBI,"Northwest Bancshares, Inc.",16.13,1.66,3.98,0.2,15.37699,0.22,20171201,0,0,0,0.21,2,0.24,2,0.27,16.6,20.12,1.06,NSDQ,Finance,12,Financial - Savings and Loan,4.76,9.09,-1.87,20180423,0,0,0,0.9,1.03,2,1754.08
NWE,NorthWestern Corporation,15.23,6.29,4.3,0.12,50.23099,0.98,20171201,1.23,0,0,1.03,4,1.17,2,0.48,14.94,15.36,3.36,NYSE,Utilities,12,Utility - Electric Power,-3.92,7.14,-3.59,20180425,0,0,0,3.4,3.42,2,2527.16
NWL,Newell Brands Inc.,9.93,1.49,3.18,0.19,41.08499,0.68,20171201,0,-6.96,-3.11,0.67,9,0.28,9,0.87,10.73,10.51,2.91,NYSE,Consumer Staples,12,Consumer Products - Staples,1.49,-6.52,3.34,20180514,-2.04,-1.81,-7.99,2.74,2.69,8,14017.43
NWLI,"National Western Life Group, Inc.",,,0.11,0.13,0,10.48,20171201,,,,,,,,,,11.1,,NSDQ,Finance,12,Insurance - Life Insurance,,,,20180508,,,,,,,1150.29
NWN,Northwest Natural Gas Company,22.92,6.39,3.35,-0.07,47.91099,1.04,20171201,0,,,0.97,1,1.39,2,0.1,25.57,25.2,2.46,NYSE,Utilities,12,Utility - Gas Distribution,7.22,3.23,19.1,20180514,-2.95,0.51,-11.11,2.17,2.21,1,1623.02
NWS,News Corporation,,,1.19,-0.09,1.6454,0.24,20171201,,,,0.04,1,,,,,34.18,,NSDQ,Consumer Discretionary,6,Film and Television Production and Distribution,75,5.56,15.97,20180508,,,,,,,9760.86
NWSA,News Corporation,27.1,2.54,1.22,-0.09,1.8214,0.24,20171201,-2.7,0,0,0.19,4,0.08,4,0.14,32.07,33.51,0.61,NSDQ,Consumer Discretionary,6,Film and Television Production and Distribution,26.32,250,93.39,20180508,0,0,0,0.35,0.51,4,9568.56
NXCLF,"Next Co., Ltd.",,,0,,,0,20170601,,,,,,,,,,55.47,,OTC,Finance,3,Real Estate - Operations,,,,20180319,,,0,0.19,,,1120.18
NXGPY,Next PLC,10.94,,5.29,,,,,,,,,,,,,11.63,,3.04,OTC,Retail-Wholesale,1,Retail - Apparel and Shoes,,,,20180416,0,0,,2.78,2.86,,9552.86
NXPGF,NTL EXPRESS GRP,,,0,,,,,,,,,,,,,13.12,,,OTC,Transportation,12,Transportation - Services,,,,20180322,0,,,0.38,0.41,,2750.2
NXPI,NXP Semiconductors N.V.,15.07,0.83,0,0.24,29.77,3.21,20171201,-1.18,0.43,-0.18,1.8,7,1.69,7,1.81,16.55,16.08,8.09,NSDQ,Computer and Technology,12,Semiconductor - Analog and Mixed,76.37,-17.16,17.52,20180502,0.23,1.9,0,6.57,7.36,6,41883.45
NXST,"Nexstar Broadcasting Group, Inc.",9.61,0.67,2.14,0.2,72.97299,1.61,20171201,1,-15.42,-14.29,1.44,6,1.34,5,1.55,8.36,17.69,7.29,NSDQ,Consumer Discretionary,12,Broadcast Radio and Television,13.38,3.16,70.15,20180508,3.38,5.76,-2.59,3.46,8.38,5,3229.96
NXTM,"NxStage Medical, Inc.",115.1,,0,-0.04,0.16862,-0.03,20170601,,0,0,0,2,0.02,2,0.01,335.69,,0.21,NSDQ,Medical,12,Medical - Products,0,33.33,33.33,20180320,-20,-59.62,,-0.1,0.07,2,1602.97
NYCB,"New York Community Bancorp, Inc.",15.64,1.66,4.8,0.26,65.522,0.17,20171201,-0.4,0,0,0.17,9,0.2,9,0.21,16.58,17.49,0.91,NYSE,Finance,12,Financial - Savings and Loan,0,23.53,7.66,20180425,-0.18,1.17,0,0.68,0.85,8,6946.34
NYLD,"NRG Yield, Inc.",18.67,0.61,7.05,-0.01,72.122,0.19,20171201,-8.47,-75,34.85,0.18,4,0.05,4,0.3,18.99,23.8,0.9,NYSE,Utilities,12,Electric Construction,-5,-27.03,-7.08,20180501,-2.91,-1.09,23.03,0.81,0.89,3,3122.99
NYLDA,NRG Yield Inc.,,,7.27,-0.01,72.122,0.19,20171201,,,,,,,,,,23.1,,NYSE,Utilities,12,Utility - Electric Power,,,,20180501,,,,,,,3030.59
NYT,New York Times Company (The),22.5,2.09,0.66,0,21.80299,0.39,20171201,1.69,12.5,-10.53,0.3,2,0.14,2,0.17,27.15,30,1.08,NYSE,Consumer Staples,12,Publishing - Newspapers,30,44.44,49.06,20180502,2.87,4.35,0,0.71,0.89,2,4005.13
O,Realty Income Corporation,15.6,3.88,5.14,0.26,45.263,0.76,20171201,0.09,0.18,0.42,0.77,9,0.78,8,0.79,16.14,16.77,3.28,NYSE,Finance,12,REIT and Equity Trust - Retail,-1.3,1.32,0.34,20180424,-0.07,0.14,-4.59,2.99,3.17,8,14536.32
OA,"Orbital ATK, Inc.",17.81,2.18,0.97,0.07,39.95899,1.77,20171201,0,0,0,1.84,4,1.5,3,1.61,19.58,20.87,7.39,NYSE,Aerospace,12,Aerospace - Defense Equipment,-3.8,12.18,1.6,20180510,0,0,0,6.29,6.73,3,7610.27
OAK,"Oaktree Capital Group, LLC",9.63,0.91,7.61,0.16,73.79,0.72,20171201,0,-0.85,-1.43,0.55,7,0.83,7,0.8,11.69,10.04,4.15,NYSE,Finance,12,Financial - Investment Management,30.91,19.64,19.63,20180426,-0.42,-0.12,0,3.8,3.42,6,6242.79
OAS,Oasis Petroleum Inc.,20.4,,0,0.1,37.38299,0.12,20171201,9.09,-14.97,6.67,0.05,12,0.05,11,0.05,35.63,407,0.4,NYSE,Oils-Energy,12,Oil and Gas - Exploration and Production - United States,140,100,71.31,20180514,7.22,9.51,,-0.05,0.23,10,2585.23
OBIIF,OBIC CO LTD,28.71,3.02,0,,,,,,,,,,,,,30.2,,2.83,OTC,Computer and Technology,3,Computer - Services,,,,,0,0,0,2.25,2.69,,8092.5
OC,Owens Corning Inc,12.13,0.8,1.03,0.05,36.38999,1.11,20171201,0.43,-4.63,-5.06,1.03,10,0.95,9,1.54,14.24,18.43,6.7,NYSE,Construction,12,Building Products - Miscellaneous,7.77,-0.79,14.88,20180425,5.43,5.06,16.29,4.34,5.71,8,9080.59
OCDDY,OCADO GROUP PLC,312.49,,0,,,,,,,,,,,,,,,0.02,OTC,Retail-Wholesale,11,Internet - Commerce,,,,,0,0,0,0.03,-0.01,,1970.65
OCFC,OceanFirst Financial Corp.,12.11,1.41,2.18,0.2,37.187,0.41,20171201,1.47,1.77,1.42,0.46,3,0.38,3,0.48,14.09,17.21,2.27,NSDQ,Finance,12,Financial - Savings and Loan,-8.89,-13.33,-6.75,20180426,2.81,0.59,0,1.43,1.95,3,1321.11
OCLR,"Oclaro, Inc.",20.26,1.51,0,0.21,0.21679,0.14,20171201,-6.25,-2.7,-1.32,0.11,9,0.08,9,0.09,19.6,13.01,0.49,NSDQ,Computer and Technology,6,Fiber Optics,7.69,11.11,12.86,20180501,-0.22,-0.89,0,0.76,0.51,8,1697.71
OCPNY,Olympus Corp.,22.54,2.46,0.52,0.11,28.65399,0.47,20171201,0,0,,0.35,1,0.4,1,,23.21,24.22,1.73,OTC,Medical,3,Medical - Instruments,34.29,,,20180501,9.8,6.14,3.51,1.88,1.68,,13361.53
ODFL,"Old Dominion Freight Line, Inc.",20.88,1.04,0.35,0.14,1.93809,1.12,20171201,0.62,5,4.25,1.12,10,1.26,8,1.68,23.59,33.82,7.05,NSDQ,Transportation,12,Transportation - Truck,0.9,7.83,4.79,20180426,2.94,4.04,,4.35,6.24,7,12118.93
ODMTY,Old Mutual PLC,,,2.18,,57.79399,,,,,,,,,,,,,,OTC,Finance,12,Financial - Miscellaneous Services,,,,20180314,,,,,,,17665.5
ODP,"Office Depot, Inc.",6.05,0.33,4.29,0.02,44.935,0.08,20171201,2.27,-47.62,-53.33,0.07,4,0.11,4,0.05,5.68,5.3,0.38,NSDQ,Retail-Wholesale,12,Retail - Miscellaneous,14.29,0,3.57,20180508,-26.46,-19.79,48.43,0.44,0.41,3,1291.96
OEC,Orion Engineered Carbons S.A,11.69,,2.92,0.06,87.207,0.45,20171201,1.95,9.28,12.06,0.44,3,0.53,3,0.53,13.21,16.68,2.34,NYSE,Basic Materials,12,Chemical - Diversified ,4.65,-6.98,-1.18,20180503,5.43,3.54,,1.75,2.07,3,1631.02
OERLF,OC OERLIKON CP,20.42,2.52,0,,,,,,,,0.15,1,,,,25.18,,0.9,OTC,Business Services,12,Technology Services,,,,20180320,17.74,18.42,0,0.45,0.73,,6244.77
OFC,Corporate Office Properties Trust,12.42,7.6,4.22,0.11,56.263,0.53,20171201,-0.13,-0.11,0.64,0.53,9,0.49,9,0.5,12.99,12.92,2.1,NYSE,Finance,12,REIT and Equity Trust - Other,0,1.92,1.54,20180426,-0.39,-0.47,,2.03,2.01,7,2642.49
OFIX,Orthofix International N.V.,28.55,3.24,0,0.01,0,0.52,20171201,,-1.37,-3.16,0.5,2,0.36,2,0.46,32.57,36.43,2.08,NSDQ,Medical,12,Medical - Products,4,2.44,1.61,20180503,-0.55,0.32,-19.92,1.61,1.82,2,1092.89
OGE,OGE Energy Corporation,14.81,2.66,4.21,0.27,41.65599,0.3,20171201,0,,,0.28,3,0.16,1,0.53,15.83,16.47,2.13,NYSE,Utilities,12,Utility - Electric Power,7.14,-1.08,5.64,20180503,0.63,,10.28,1.9,2,1,6314.71
OGS,"ONE Gas, Inc.",19.94,3.75,2.82,0.11,37.84,0.86,20171201,3.5,3.37,-1.63,0.89,3,1.46,4,0.4,20.99,21.37,3.27,NYSE,Utilities,12,Utility - Gas Distribution,-3.37,28.57,5.99,20180507,-0.44,0.96,-3.45,3.08,3.11,3,3410.48
OGZPY,Gazprom OAO,,,4.39,,17.85099,0.08,20170601,,,,,,,,,,4.38,,OTC,Oils-Energy,12,Oil and Gas - Integrated - International,,,,20180426,,,,,,,5598.78
OHI,"Omega Healthcare Investors, Inc.",8.65,2.99,9.65,0.11,54.04199,0.79,20171201,0.98,-5.35,-8.57,0.77,4,0.75,4,0.75,8.98,8.26,3.16,NYSE,Finance,12,REIT and Equity Trust - Other,2.6,-7.06,-0.83,20180502,-7.59,-5.89,0,3.29,3.05,3,5431.43
OI,"Owens-Illinois, Inc.",7.53,1.41,0,0.03,84.67299,0.55,20171201,-0.19,-0.86,0,0.53,6,0.57,6,0.77,8.03,8.51,2.99,NYSE,Industrial Products,12,Glass Products,1.85,5.48,7.18,20180423,0,0.04,-14.92,2.63,2.81,5,3678.08
OIH,VanEck Vectors Oil Services ETF,,,2.82,,,,,,,,,,,,,,,,NYSE,Finance,12,Financial - Investment Funds,,,,,,,,,,,1493.77
OII,"Oceaneering International, Inc.",,,1.64,0.09,32.249,-0.08,20171201,-10,-89.02,-44.76,-0.11,10,-0.26,6,-0.15,,,-0.18,NYSE,Oils-Energy,12,Oil and Gas - Field Services,20,-33.33,61.67,20180425,-45.44,-102.69,0,-0.1,-0.67,5,1795.92
OIS,"Oil States International, Inc.",64.49,,0,-0.13,0.42809,-0.18,20171201,-0.55,38.1,54.72,-0.23,8,-0.13,4,-0.06,,,0.38,NYSE,Oils-Energy,12,Oil and Gas - Mechanical and and Equitment,21.74,-12.5,-6.17,20180425,42.68,96.87,,-1.1,-0.23,4,1476.37
OKE,"ONEOK, Inc.",21.19,2.86,5.44,0.03,58.733,0.52,20171201,1.39,-0.13,1.59,0.52,6,0.63,4,0.64,22.87,33.51,2.67,NYSE,Utilities,12,Utility - Gas Distribution,1.96,-4.44,-9.51,20180501,2.26,-0.2,-39.92,1.73,2.48,4,23258.32
OKTA,"Okta, Inc.",,,0,-0.44,0,-0.1,20180101,14.71,26.36,5.88,-0.15,6,-0.16,6,-0.2,,,-0.36,NSDQ,Computer and Technology,1,Internet - Software and Services,33.33,20.83,15.16,20180606,18.58,13.84,0,-0.83,-0.64,6,4054.37
OLCLY,ORIENTAL LAND,34.75,3.31,0.14,0.17,7.4317,0.01,20170901,,,,,,,,,39.71,54.06,0.56,OTC,Consumer Discretionary,3,Hotels and Motels,,,,20180319,0,0,0,0.44,0.49,,35387.05
OLED,Universal Display Corporation,31.46,,0.19,0.31,0,0.93,20171201,2.44,30,-66.36,0.84,3,0.26,3,0.37,46.53,51.05,3.93,NSDQ,Computer and Technology,12,Electronics - Miscellaneous Components,13.41,211.11,592.53,20180503,-12.52,-8.31,,2.34,2.65,2,5813.09
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",29.6,1.54,0,,13.96,0.22,20171001,0,0,0,0.49,8,0.34,4,0.37,36.1,52.92,2.02,NSDQ,Consumer Staples,1,Consumer Products - Staples,10,8,9.53,20180327,-0.33,2.54,0,1.24,1.66,4,3687.09
OLN,Olin Corporation,12.92,1.12,2.56,0.09,56.73699,0.35,20171201,-1.59,-6.25,-6.14,0.42,4,0.22,4,0.36,15.4,36.82,2.42,NYSE,Basic Materials,12,Chemical - Diversified ,-16.67,0,-40.11,20180501,-3.92,-4.88,0,0.93,2.03,3,5232.29
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,14.44,5.18,3.32,0.3,38.79499,0.64,20171201,,,,0.7,1,,,,15.55,17.42,2.8,NSDQ,Transportation,12,Transportation - Services,-5.71,1.79,,20180502,17.12,23.89,0,2.24,2.6,,1987.9
OMAM,OM Asset Management PLC,7.5,0.54,2.3,0,37.84199,0.44,20171201,0,0,0,0.4,3,0.46,3,0.49,8.08,9.61,2.09,NYSE,Finance,12,Financial - Investment Management,10,4.88,6.35,20180503,0,0,0,1.58,1.94,2,1724.7
OMC,Omnicom Group Inc.,12.4,2.27,3.25,0.07,61.77999,1.55,20171201,0,3.03,4.67,1.54,4,1.05,4,1.61,13.19,14.63,5.96,NYSE,Business Services,12,Advertising and Marketing,0.65,2.73,1.28,20180417,1.85,0.97,3.89,5.1,5.6,4,17012.17
OMCL,"Omnicell, Inc.",18.51,1.41,0,0.03,27.371,0.54,20171201,-0.48,-15.75,-5.26,0.52,4,0.27,4,0.45,22.15,33.27,2.39,NSDQ,Medical,12,Medical Info Systems,3.85,2.44,58.87,20180503,0.32,-0.08,0,1.31,2,3,1716.16
OMF,"OneMain Holdings, Inc.",5.62,1.26,0,0.05,82.11499,1.06,20171201,0.27,48.83,12.51,1.05,7,1.18,7,1.12,6.3,8.73,5.5,NYSE,Finance,12,Financial - Consumer Loans,0.95,-12.5,-4.11,20180502,7.1,2.65,0,3.52,4.91,6,4191.52
OMI,"Owens & Minor, Inc.",7.4,1.01,6.28,0.01,47.006,0.35,20171201,-9.05,1.51,5.43,0.34,4,0.47,5,0.49,8.05,10.42,2.24,NYSE,Medical,12,Medical - Products,2.94,-20,-4.86,20180501,2.01,0.45,52.06,1.63,2.06,4,1019.32
OMVJF,OMV AG,12.87,1.64,0,,24.311,1.71,20170901,0,,,1.28,1,,,,11.51,12.01,4.5,OTC,Oils-Energy,12,Oil and Gas - Integrated - International,100,,,20180322,1,0,0,5.58,5.03,,18949.11
ON,ON Semiconductor Corporation,13.42,1.22,0,0.15,49.116,0.39,20171201,-0.18,0.02,-0.34,0.37,12,0.39,11,0.42,14.88,22.21,1.92,NSDQ,Computer and Technology,12,Semiconductor - Analog and Mixed,5.41,-25,-15.01,20180507,0.11,-0.1,0,1.44,1.73,10,10959.35
ONB,Old National Bancorp,12.61,,2.91,0.14,46.311,0.22,20171201,1.35,0,0,0.25,3,0.31,4,0.32,13.89,16.23,1.42,NSDQ,Finance,12,Banks - Midwest,-12,19.23,7.83,20180424,0,0,,1.08,1.28,4,2714.29
ONCE,"Spark Therapeutics, Inc.",,,0,-21.01,0.17686,-1.73,20171201,0.81,39.22,4.34,-1.71,9,-0.45,9,-1.02,,,-4.32,NSDQ,Medical,12,Medical - Biomedical and Genetics,0,-5.56,-9.64,20180508,28.77,-36.52,,-7.58,-3.42,8,2415.42
OPB,Opus Bank,13.19,,1.35,0.15,29.231,0.26,20171201,0,0,0,0.4,1,0.43,1,0.4,15.42,18.97,2.24,NSDQ,Finance,12,Banks - Southwest,-35,,,20180423,0,0,,1.64,1.92,2,1014.57
OPHLF,Ono Pharmaceutical Co.,,,0,0.23,0.09167,0.2,20170601,,,,,,,,,,34.45,,OTC,Medical,3,Medical - Drugs,,,,20180322,,,,,,,16658.85
OPK,"Opko Health, Inc.",,,0,-0.29,1.5231,-0.12,20171201,34.78,-154.55,-188.89,-0.08,3,-0.14,2,-0.13,,,-0.36,NSDQ,Medical,12,Medical - Instruments,-50,-60,-27.5,20180508,-180.23,-251.61,0,-0.25,-0.48,2,1829.48
OR,Osisko Gold Royalties Ltd,30,8.51,1.67,-0.2,19.68499,0.01,20171201,0,-52.38,-28.57,0.03,5,0.02,3,0.03,44.86,60,0.32,NYSE,Basic Materials,12,Mining - Gold,-66.67,-37.5,-30.21,20180503,-17.69,-1.03,,0.19,0.21,2,1515.19
ORA,"Ormat Technologies, Inc.",19.63,1.7,1.69,,39.728,0.42,20170901,2.41,-13.16,-11.67,0.57,3,0.5,2,0.53,22.97,24.05,2.77,NYSE,Oils-Energy,12,Alternative Energy - Other,-10.64,5.45,8.18,20180301,-6.21,-2.46,0,2.3,2.37,2,2750.46
ORAN,Orange,13.22,0.57,3.01,0.05,45.31299,,,,,,,,,,,14.77,,1.3,NYSE,Computer and Technology,12,Wireless Non-US ,,,,20180322,0.57,9.07,,0.99,1.17,,45832.78
ORBK,Orbotech Ltd.,14.71,0.91,0,0.15,5.7967,0.87,20171201,0,-0.99,5.85,0.86,4,0.75,4,0.9,17.09,20.35,4.03,NSDQ,Computer and Technology,12,Electronics - Measuring Instruments,1.16,7.06,3.93,20180502,1.76,3.47,0,2.9,3.46,4,2865.18
ORCL,Oracle Corporation,16.52,1.82,1.45,0.25,50.817,0.7,20171101,0,0.09,-0.67,0.72,14,0.9,12,0.68,17.8,18.06,3.17,NYSE,Computer and Technology,5,Computer - Software,2.94,1.64,7.49,20180319,0,0,0,2.64,2.94,11,216790.95
ORI,Old Republic International Corporation,11.38,,3.7,0.09,23.434,0.33,20171201,0,0,0,0.28,1,0.4,1,0.4,12.39,18.8,1.85,NYSE,Finance,12,Insurance - Multi line,17.86,200,56.2,20180426,0,0,,1.06,1.7,1,5672.46
ORIG,Ocean Rig UDW Inc.,,,0,-0.01,17.48699,1.54,20170901,,,,0.33,3,,,,,0,,NSDQ,Oils-Energy,12,Oil and Gas - Field Services,45.45,-11.32,66.63,20180220,,,,,,,2297.44
ORINY,Orion OYJ Unsponsored ADR,16.43,20.33,4.05,,0,0.18,20161201,,,,,,,,,16.26,,0.97,OTC,Medical,12,Medical - Drugs,,,,20180321,0,0,0,0.98,0.98,,4503.27
ORKLY,Orkla Asa,,,2.1,0.22,15.199,0.12,20171201,,,,,,,,,,23.98,,OTC,Conglomerates,12,Diversified Operations,,,,20180508,,,,,,,11238.81
ORLY,"O'Reilly Automotive, Inc.",14.54,1.01,0,0.13,82.01699,2.9,20171201,0.52,0,-0.03,2.78,11,3.61,10,3.99,16.1,21.05,17.12,NSDQ,Retail-Wholesale,12,Automotive - Retail and Wholesale - Parts,4.32,2.22,0.93,20180425,-0.02,0.25,0,11.92,15.45,10,20820.67
OROCF,Orocobre Ltd.,,,0,1.13,0.03209,,,,,,,,,,,,,,OTC,Basic Materials,6,Mining - Miscellaneous,,,,20180223,,,,,,,1251.41
OROVY,Orient Overseas International Ltd.,38.27,,0.19,,43.805,,,,,,,,,,,59.8,,1.25,OTC,Transportation,12,Transportation - Shipping,,,,20180404,14.29,13.64,,0.85,0.8,,5987.61
OSAGF,Osram Licht AG,13.18,1.13,0,,,0.86,20170301,,,,1.21,1,,,,16.99,29.5,5.93,OTC,Computer and Technology,9,Electronics - Miscellaneous Products,,,,20180321,0,0,0,4.62,4.6,,8183.54
OSB,Norbord Inc.,14.57,1.17,5.13,0.2,34.971,1.41,20171201,0,0,0,1.38,2,0.86,2,0.99,10.05,8.13,2.5,NYSE,Construction,12,Building Products - Wood,2.17,12.1,-5.55,20180501,0,0,0,4.45,3.63,1,3146.76
OSIS,"OSI Systems, Inc.",17.63,1.41,0,0.02,31.62599,0.97,20171201,-1.69,0,0,0.87,2,0.83,3,0.89,19.06,18.38,3.79,NSDQ,Computer and Technology,6,Electronics - Miscellaneous Components,8.99,12.86,10.05,20180425,0,0,0,2.88,3.5,3,1268.98
OSK,Oshkosh Corporation,12.98,0.84,1.23,0.04,25.943,0.84,20171201,-2.18,0.79,-1.13,0.54,8,1.06,9,2.07,14.66,16.2,6.02,NYSE,Auto-Tires-Trucks,9,Automotive - Original Equipment,52.73,35.29,32.27,20180425,0.09,0.06,21.37,3.89,5.33,9,5827.39
OSTK,"Overstock.com, Inc.",,,0,,24.801,-2.71,20171201,0,,,-0.03,1,-0.14,1,-0.22,,,-0.2,NSDQ,Retail-Wholesale,12,Internet - Commerce,-8933.33,66.67,,20180503,0,0,0,-0.47,-0.51,1,1388.29
OSUR,"OraSure Technologies, Inc.",38.08,5.1,0,0.19,0,0.12,20171201,14.29,0,0,0.12,2,-0.06,2,0.05,63.77,35.84,0.48,NSDQ,Medical,12,Medical - Products,9.09,0,15.3,20180502,0,-4.95,0,0.49,0.29,2,1114.47
OSVBF,OneSavings Bank PLC,,,0,,,,,,,,,,,,,,,,OTC,Finance,12,Banks - Foreign,,,,20180315,,,0,0.63,,,1387.75
OTEX,Open Text Corporation,12.45,,1.46,0.45,39.665,0.76,20171201,,0,0,0.63,1,0.65,1,0.76,13.94,15.42,2.91,NSDQ,Computer and Technology,6,Computer - Software,20.63,3.85,4.62,20180514,0,0,,1.98,2.6,1,9632.93
OTTR,Otter Tail Corporation,,,3.13,0.09,41.303,0.5,20171201,0,,,0.44,1,,,,22.53,23.01,,NSDQ,Utilities,12,Utility - Electric Power,13.64,15.38,10.7,20180507,0,,,1.8,1.9,,1696.02
OUT,OUTFRONT Media Inc.,8.66,1.68,7.35,0.08,63.623,0.6,20171201,0,-16.67,-4.92,0.56,2,0.28,2,0.58,9.49,9.8,2.26,NYSE,Finance,12,REIT and Equity Trust - Other,7.14,0,2.24,20180502,-8.3,-3.69,-11.82,1.95,2.06,1,2725.35
OUTKY,OUTOKUMPO OY,10.12,,0.83,,28.00099,0.14,20170601,,,,,,,,,13.59,,0.43,OTC,Basic Materials,12,Steel - Producers,,,,20180322,0,0,,0.44,0.32,,3622.46
OVCHY,Oversea-Chinese Banking Corporation Limited,11.26,3.53,2.28,,44.229,0.37,20170901,,,,,,,,,12.35,15.47,1.8,OTC,Finance,12,Banks - Foreign,,,,20180320,6.49,11.8,0,1.38,1.64,,42482.99
OXM,"Oxford Industries, Inc.",15.35,1.78,1.36,,15.04899,0.17,20171001,0,0,0,0.93,4,1.5,2,1.88,17.77,23.67,5.18,NYSE,Consumer Discretionary,1,Textile - Apparel,54.55,0.7,8.04,20180328,0.11,0,0,3.65,4.47,2,1338.58
OXY,Occidental Petroleum Corporation,23.9,3.76,4.82,0.1,31.197,0.41,20171201,0,-8.01,-4.28,0.4,9,0.65,8,0.66,24.47,71.81,2.67,NYSE,Oils-Energy,12,Oil and Gas - Integrated - United States,2.5,63.64,24.57,20180503,4.1,4.78,2.63,0.88,2.61,7,48900.65
OZM,Och-Ziff Capital Management Group LLC,5.93,,10.33,0.02,,0.27,20171201,0,450,75,0.21,3,0.11,3,0.04,5.93,5.31,0.46,NYSE,Finance,12,Financial - Investment Management,28.57,133.33,202.98,20180501,53.93,32.37,,0.45,0.46,2,1341.78
OZRK,Bank of the Ozarks,11.83,1.16,1.48,4.69,9.51729,0.75,20171201,0,0,0,0.75,6,0.85,5,0.89,13.91,17.4,4.35,NSDQ,Finance,12,Banks - Southeast,0,1.35,1.04,20180410,0,0,0,2.95,3.7,6,6602.55
P,"Pandora Media, Inc.",,,0,-0.35,64.135,-0.21,20171201,-1.13,-44.21,-66.31,-0.07,16,-0.37,15,-0.16,,,-0.25,NYSE,Computer and Technology,12,Internet - Services,-200,14.29,-35.95,,-57.66,-503.24,3.23,-0.57,-0.54,13,1327.95
