Company Name,Ticker,Q0 Consensus Est. (last completed fiscal Qtr),Q1 Consensus Est. ,# of Analysts in Q0 Consensus,# of Analysts in Q1 Consensus,Q2 Consensus Est. (next fiscal Qtr),# of Analysts in Q2 Consensus,F0 Consensus Est.,F1 Consensus Est.,F2 Consensus Est.,P/E (Trailing 12 Months),P/E (F1),P/E (F2),PEG Ratio,Div. Yield %,Net Margin,% Change LT Growth Est. (4 weeks),% Change F2 Est. (4 weeks),% Change F1 Est. (4 weeks),Exchange,Month of Fiscal Yr End,Sector,Industry,Last EPS Surprise (%),Previous EPS Surprise (%),Avg EPS Surprise (Last 4 Qtrs),Next EPS Report Date ,Last Reported Qtr ,Last Qtr EPS,% Change Q0 Est. (4 weeks),% Change Q1 Est. (4 weeks),% Change Q2 Est. (4 weeks),Debt/Total Capital,Market Cap 
"Semiconductor  Manufacturing International Corporation","SMI","0","","1","","","",".13",".06",".12","33.05","104.67","52.33","9.52","0",".04","0","0","0","NYSE","12","Computer and Technology","Electronics - Semiconductors","-36.36","","","20180509","20171201",".05","","","","31.072","5842.44"
"Summit Midstream Partners, LP","SMLP",".06",".14","2","2",".7","2","1.6",".8","1.11","7.74","16.94","12.21","","16.97",".18","","0","0","NYSE","12","Oils-Energy","Oil and Gas - Production Pipeline - MLB","19.05","","","20180503","20171201",".25","0","0","0","43.067","1010.49"
"Shimano Inc. Unsponsored ADR","SMNNY","","","","","","","","","","34.4","","","",".74","","","","","OTC","12","Consumer Discretionary","Leisure and Recreation Products","","","","20180424","20170901",".09","","","",".27437","13395.58"
"Standard Motor Products, Inc.","SMP",".67","1","2","2","1.01","2","2.67","3.35","3.89","17.09","14.44","12.42","2.41","1.74",".03","0","0","0","NYSE","12","Auto-Tires-Trucks","Automotive - Replacement Parts","38.46","-14.94","4.8","20180503","20171201",".54","0","0","0",".01542","1093.81"
"SOMPO JAPAN NPN","SMPNY","","","","","","","","","","","","","",".91","","","","","OTC","3","Finance","Insurance - Property and Casualty","","","","","20170901","-.22","","","","21.559","16315.05"
"Sims Metal Management Ltd.","SMSMY","","","","","","","","","","","","","","2.69",".04","","","","OTC","6","Industrial Products","Pollution Control","","","","20180216","","","","","","","2198.29"
"Semtech Corporation","SMTC",".41",".2","6","2",".28","2","1.87","1.15","1.67","31.71","35.57","24.49","7.11","0",".06","0","-7.22","-22.82","NSDQ","1","Computer and Technology","Semiconductor - Analog and Mixed","2.44","10.2","6.08","20180530","20180101",".42","","-31.67","-23.61","24.096","2720.71"
"Snap-On Incorporated","SNA","2.74","2.97","6","6","2.81","6","10.09","11.48","12.45","14.41","12.72","11.72","1.23","2.25",".15","0","0","0","NYSE","12","Consumer Discretionary","Tools - Handheld","1.13",".82","1.51","20180419","20171201","2.69","0","0","0","20.22599","8279"
"Snap Inc.","SNAP","-.17","-.31","10","9","-.29","9","-.64","-1.17","-.89","","","","","0","-4.18","","0","0","NYSE","12","Computer and Technology","Internet - Software","13.33","0","2.03","20180501","20171201","-.13","0","0","0","0","17485.22"
"Select Comfort Corporation","SNBR",".56",".04","7","6",".82","6","1.37","1.88","2.39","21.66","18.6","14.58",".96","0",".05","0","0","0","NSDQ","12","Consumer Discretionary","Furniture","65","-8.82","44.48","20180418","20171201",".33","0","0","0","0","1342.43"
"Schneider National, Inc.","SNDR",".23",".35","7","5",".37","5",".93","1.41","1.63","26.49","17.71","15.24","1.36",".96",".09","0","1.15",".45","NYSE","12","Transportation","Transportation - Services","3.13","-8","2.63","20180510","20171201",".33","0","1.45","1","18.201","4405.16"
"Sony Corporation","SNE","1.15","","1","","","","3.86","3.77","5.08","13.68","12.85","9.54","",".2","","","0","0","NYSE","3","Consumer Discretionary","Audio Video Production","64.35","66.67","79.78","20180427","20171201","1.89","0","","","14.07999","61206.7"
"Senior Housing Properties Trust","SNH",".45",".44","7","5",".44","5","1.61","1.73","1.81","9.92","9.13","8.69","2.33","9.89",".14","11.82","-2.19","-3.63","NSDQ","12","Finance","REIT and Equity Trust - Other","-10.71","-2.22","-4.32","20180504","20171201",".25","-.55","-1.12","-1.12","52.858","3747.36"
"Sun Hydraulics Corporation","SNHY",".49",".55","5","5",".46","5","1.57","1.88","2.11","31.5","26.87","23.91","",".71",".09","","-.57",".05","NSDQ","12","Industrial Products","Manufacturing - General Industrial ","12.5","19.44","17.71","20180514","20171201",".27","1.86",".18",".43","29.84499","1586.84"
"SENIOR PLC","SNIRF","","","","","","",".2",".21",".24","","17.52","15.33","1.4","0","","0","0","0","OTC","12","Construction","Engineering - R and D Services","","","","20180402","","","","","","","1543.46"
"Sino Land Co.","SNLAY","","","","","","","","","","","","","","1.58",".4","","","","OTC","6","Finance","Real Estate - Operations","","","","","","","","","","","10265.95"
"Smith & Nephew SNATS, Inc.","SNN","0",".93","1","1","0","1","1.84","1.97","2.1","","19.04","17.88","2.22","1.82",".16","0",".24","-.42","NYSE","12","Medical","Medical - Products","","","","","","","0","0","0","23.45499","16379.06"
"China Petroleum & Chemical Corporation","SNP","1.29","","1","","","","6.39","7.26","5.22","16.58","12.55","17.44","2.04","3.9",".02","9.81","0","1.61","NYSE","12","Oils-Energy","Oil and Gas - Integrated - Emerging Markets","-13.95","35.05","","20180426","20171201","1.11","0","","","10.41199","110211.12"
"Synopsys, Inc.","SNPS","1",".73","4","3",".42","3","3.31","1.55","2.56","58.14","52.4","31.75","5.24","0",".05","0",".52",".65","NSDQ","10","Computer and Technology","Computer - Software","10","21.05","8.34","20180516","20180101","1.1","-.26",".46",".8","4.01149","12104.73"
"Sunny Optical Technology (Group) Company Limited","SNPTF","","","","","","",".38",".56",".76","","32.9","24.24","","0","","","0","0","OTC","12","Medical","Medical - Products","","","","20180406","","","","","","","20212.22"
"Synovus Financial Corp.","SNV",".78",".83","8","6",".87","6","2.5","3.41","3.73","19.28","14.34","13.14","1.79","2.04",".18","0",".3",".15","NYSE","12","Finance","Banks - Southeast","5.88","1.56","5.22","20180424","20171201",".72",".16","-.17","-.81","36.55199","5811.81"
"Synnex Corporation","SNX","2.11","2.3","3","3","2.63","3","8.78","10.21","11.12","10.39","9.33","8.57","","1.47",".02","","-.77","-2.05","NYSE","11","Computer and Technology","Business - Software Services","1.42","3.72","7.63","20180628","20180201","2.14","0","-4.56","-4.59","32.625","3822.5"
"Sanofi","SNY",".84",".84","1","1","","","3.4","3.36","3.52","12.87","11.95","11.41","2.03","2.74",".11","5.3","0","0","NYSE","12","Medical","Large Cap Pharmaceuticals","-10.14","0","-1.51","20180427","20171201",".62","0","0","","19.73699","100699.73"
"Sony Financial Holdings Inc.","SNYFY","","","","","","","","","","21.31","","","","0","","","","","OTC","3","Finance","Insurance - Life Insurance","","","","20180521","20170901",".2","","","","21.51","7786.98"
"Southern Company (The)","SO",".81",".65","5","3","1.09","3","2.96","2.89","3.05","14.83","15.47","14.69","3.44","5.18",".04","0","-.05",".02","NYSE","12","Utilities","Utility - Electric Power","10.87","3.7","7.8","20180502","20171201",".51","0","0","0","63.233","45155.44"
"SodaStream International Ltd.","SODA",".66",".7","3","3","1.02","3","2.95","3.42","3.93","28.36","27.34","23.79","","0",".14","","1.77","-.19","NSDQ","12","Consumer Discretionary","Consumer Products - Discretionary","44.87","17.57","40.4","20180509","20171201","1.13","3.13","2.94","-2.24","0","2117.01"
"Sogou Inc. Sponsored ADR","SOGO",".05",".07","1","1",".11","1",".29",".37",".6","","21.95","13.53","","0",".09","","0","0","NYSE","12","Computer and Technology","Internet - Software","150","","","","20171201",".1","0","0","0","0","3224.98"
"Soho China Ltd.","SOHOF","","","","","","","","","","","","","","8.93","","","","","OTC","12","Finance","Real Estate - Development","","","","20180405","","","","","","","2911.73"
"Sohu.com Inc.","SOHU","-1.42","-.76","1","1","-1.14","1","-7.92","-4.04","-2.73","","","","","0","-.3","","","-6.18","NSDQ","12","Computer and Technology","Internet - Services","-115.32","-6.32","-25.9","20180423","20171201","-2.01","24.27","24.27","","6.3119","1314.85"
"SUMITOMO HEAVY","SOHVY","","","","","","",".64",".72",".78","16.65","16.42","15.15","1.37","2.31","","0","0","0","OTC","3","Industrial Products","Manufacturing - General Industrial ","","","","20180518","20170601",".16","","","","","5810.95"
"Secom Co.","SOMLY","","","","","","",".92","1","1","20.52","18.67","18.67","",".58","","","0","0","OTC","3","Business Services","Business - Services","","","","20180510","20170901",".21","","","","2.5369","16299.66"
"SUMITOMO CHEMCL","SOMMY","","","","","","","","","","11.86","","","","1.15","","","","","OTC","3","Basic Materials","Chemical - Diversified ","","","","20180515","20170301",".9","","","","","9303.6"
"Sonoco Products Company","SON",".72",".82","5","4",".86","4","2.8","3.2","3.42","17.21","14.93","14","3.2","3.26",".03","0","0","0","NYSE","12","Industrial Products","Containers - Paper and Packaging","-1.37","2.7","1.57","20180419","20171201",".72",".56","0","0","42.67599","4759.46"
"SONOVA HOLDING","SONVY","","","","","","","","","","","","","",".88","","","","","OTC","3","Medical","Medical - Instruments","","","","20180508","","","","","","25.69899","10091.34"
"South32 Ltd.","SOUHY","","","","","","",".95","1.2",".85","","10.42","14.71","","5.04",".18","","0","0","OTC","6","Basic Materials","Mining - Miscellaneous","","","","","","","","","","","12951.88"
"Spectrum Brands Holdings, Inc.","SPB","1.09","1.74","6","5","1.15","5","5.57","4.35","5.27","21.14","22.5","18.57","1.54","1.72",".06","0","-.22","-.46","NYSE","9","Consumer Staples","Consumer Products - Staples","35.71","-7.53","2.92","20180501","20171201",".38","-1.36","-.12","0","66.72399","5664.14"
"Simon Property Group, Inc.","SPG","2.83","2.9","9","8","3.02","8","11.2","12","12.56","13.73","12.85","12.27","1.97","5.06",".35","0","0","0","NYSE","12","Finance","REIT and Equity Trust - Retail","0",".35",".11","20180426","20171201","3.12","0","0","0","85.415","49363.78"
"S&P Global Inc.","SPGI","1.97","2.12","6","6","2.12","6","6.68","8.52","9.44","27.15","22","19.85","1.52","1.07",".25","0","-.08","-.06","NYSE","12","Business Services","Business - Information Services","13.5","12.5","12.82","20180426","20171201","1.85","0","-.08","-.08","85.47699","47560.55"
"Suburban Propane Partners, L.P.","SPH","1.87","-.45","3","3","-.82","3",".55","1.21","1.56","34.05","18.29","14.16","3.66","10.85",".03","0","-3.89","-2.02","NYSE","9","Oils-Energy","Oil and Gas - Refining and Marketing - Master Limited Partnerships","-31.03","7.78","-5.29","20180503","20171201",".6","-4.58",".73",".41","70.36","1358.65"
"SOPHOS GP PLC","SPHHF","","","","","","",".07",".09",".16","","73.67","42.77","",".42","","","-8.82","-14.29","OTC","3","Computer and Technology","Internet - Software","","","","20180604","","","","","","72.035","3106.08"
"Siliconware Precision Industries Company, Ltd.","SPIL","","","","","","","","","","29","","","","2.42",".09","","","","NSDQ","12","Computer and Technology","Electronics - Manufacturing Machinery","","","","20180425","20171201",".08","","","","26.79899","5421.84"
"Spark New Zealand Ltd.","SPKKY","","","","","","",".79",".79",".82","","15.21","14.65","6.04","5.36",".12","0","0","0","OTC","6","Utilities","Wireline Non-US","","","","20180221","","","","","","","4404.33"
"Splunk Inc.","SPLK",".33","-.59","16","6","-.45","6",".59","-1.14","-.95","","","","","0","-.2","0","15.57","5.77","NSDQ","1","Computer and Technology","Internet - Software","8.82","21.43","35.9","20180524","20180101",".37","-12.38","2.22","-3.03","0","14037.55"
"Spirent Communications PLC","SPMYY","","","","","","",".2",".37",".41","","17.73","16","1.36","2.31","","0","","76.19","OTC","12","Computer and Technology","Communication - Components","","","","20180405","","","","","","","1003.26"
"Superior Energy Services, Inc.","SPN","-.34","-.24","9","9","-.13","9","-1.64","-.81","-.27","","","","","0","-.11","","-1.59","-.95","NYSE","12","Oils-Energy","Oil and Gas - Mechanical and and Equitment","-3.13","0","3.23","20180424","20171201","-.33","-.59","-2.86","-1.68","53.054","1303.29"
"Spectrum Pharmaceuticals, Inc.","SPPI","-.31","-.26","3","2","-.26","2","-1.08","-1.14","-.79","","","","","0","-.71","","-56.44","-27.72","NSDQ","12","Medical","Medical - Drugs","-16","4.35","5.51","20180501","20171201","-.29","0","","","0","1469.85"
"Sappi Ltd.","SPPJY","","","","","","",".6",".66",".77","10.83","9.85","8.44","1.3","2.16",".06","0","0","0","OTC","9","Basic Materials","Paper and Related Products","","","","20180521","20171201",".13","","","","49.88499","3477.5"
"Spirit Aerosystems Holdings, Inc.","SPR","1.36","1.59","10","8","1.6","8","5.22","6.42","7.14","15.14","12.56","11.28","1.16",".5",".05","0","0","0","NYSE","12","Aerospace","Aerospace - Defense Equipment","8.2","0","9.76","20180502","20171201","1.32","0","0","0","38.33399","9224.38"
"SPS Commerce, Inc.","SPSC",".31",".2","6","5",".23","5",".92",".87","1.16","143.11","74.19","55.52","3.45","0","-.01","0","0","0","NSDQ","12","Business Services","Business - Services","19.05","15","21.67","20180426","20171201",".25","0","0","0","0","1110.96"
"SunPower Corporation","SPWR","-.29","-.33","7","1","-.28","1","-.36","-1.29","-.82","","","","","0","-.45","","0","0","NSDQ","12","Oils-Energy","Solar","38.89","158.33","63.3","20180508","20171201",".25","0","0","0","83.62999","1133.4"
"SPX Corporation","SPXC",".43",".52","1","1",".48","1","1.8","2.1","","17.79","15.08","","","0",".06","","","0","NYSE","12","Auto-Tires-Trucks","Automotive - Replacement Parts","-3.23","16.13","25.96","20180503","20171201",".6","0","0","0","52.60499","1354.51"
"SPIRAX SARCO","SPXSF","","","","","","","2.97","3.28","3.47","","24.78","23.39","2.48","0","","0",".14","1.55","OTC","12","Construction","Engineering - R and D Services","","","","20180404","","","","","","","5973.61"
"SPDR S&P 500 ETF","SPY","","","","","","","","","","","","","","1.87","","","","","NYSE","12","Finance","Financial - Investment Funds","","","","","","","","","","","263598.16"
"Square, Inc.","SQ",".06",".01","15","5",".02","5",".26",".02",".13","","2866.87","347.5","","0","-.03","","6.45","0","NYSE","12","Computer and Technology","Internet - Software","14.29","16.67","48.37","20180502","20171201",".08","3.96","-16.67","0","31.319","18180.85"
"Sociedad Quimica y Minera S.A.","SQM",".3",".38","1","1",".36","1","1.65","1.63","2.01","31.71","31.56","25.52","1.11","2.28",".2","0","0","0","NYSE","12","Basic Materials","Fertilizers","0","0",".02","20180516","20171201",".42","0","0","0","31.458","13520.43"
"Square Enix Holdings Co., Ltd.","SQNXF","","","","","","","2","1.99","2.45","18.96","21.81","17.72","1.98","0","","0","0","0","OTC","3","Consumer Staples","Publishing - Books","","","","20180510","20171201",".36","","","","","5312.86"
"Spire Inc.","SR","2.45",".46","5","4","-.42","4","3.56","3.74","3.8","19.43","19.68","19.4","4.88","3.05",".09","-10.44",".72",".14","NYSE","9","Utilities","Utility - Gas Distribution","12.26","18.52","11.01","20180502","20171201","1.19","-2.02","1.68",".59","49.323","3560.54"
"Spirit Realty Capital, Inc.","SRC",".2",".21","4","2",".21","2",".83",".83",".83","9.47","9.7","9.7","","8.94",".12","","2.47",".61","NYSE","12","Finance","REIT and Equity Trust - Residential","-4.55","15","1.59","20180502","20171201",".21","-4.55","-4.55","-4.55","52.29999","3613.12"
"1st Source Corporation","SRCE",".81",".87","2","2",".85","2","2.59","3.36","3.57","20.14","15.06","14.16","1.51","1.74",".22","0","0","0","NSDQ","12","Finance","Banks - Midwest","-10.61","0",".77","20180419","20171201",".59","0","0","0","15.203","1359.02"
"Synergy Resources Corporation","SRCI",".24",".24","10","10",".27","10",".72","1.1","1.25","12.97","8.12","7.17","","0",".39","","-2.84","0","AMEX","12","Oils-Energy","Oil and Gas - Exploration and Production - United States","-11.54","22.22","46.99","20180503","20171201",".23","0","-.81","-.74","29.14399","2164.5"
"Stericycle, Inc.","SRCL","1.04","1.18","8","8","1.19","8","4.48","4.58","4.79","13.38","12.67","12.13","1.32","0",".01","0","-.17","0","NSDQ","12","Business Services","Waste Removal Services","-11.5","-3.51","-2.11","20180503","20171201","1","-3.26","1.18",".85","47.345","4967.54"
"Sempra Energy","SRE","2.02","1.15","3","2","1.19","2","5.26","5.6","6.57","20.5","19.84","16.9","2.21","3.22",".02","-.07","1.73","1.88","NYSE","12","Utilities","Utility - Gas Distribution","10","0","14.23","20180508","20171201","1.54","12.66","4.55","13.33","52.066","28374.16"
"Seritage Growth Properties","SRG",".38",".44","1","1",".44","1","1.76","1.74","2.14","23.9","20.19","16.42","","2.85","-.31","","-4.04","-16.75","NYSE","12","Finance","REIT and Equity Trust - Other","-57.14","-38.46","-28.67","20180503","20171201",".21","-29.63","-16.98","-12","50.462","1296.09"
"Sarepta Therapeutics, Inc.","SRPT","-.32","-.32","9","8","-.3","8","-.8","-1.18",".52","","","137.08","","0","-.33","","-6.92","-8.06","NSDQ","12","Medical","Medical - Biomedical and Genetics","-19.35","9.3","-5.23","20180426","20171201","-.37","-8.15","-9.4","-7.56","34.99499","4661.52"
"SSAB SVENSKT","SSAAY","","","","","","",".15",".18",".18","21.08","15.22","15.22","","0",".03","","0","0","OTC","12","Basic Materials","Steel - Producers","","","","20180420","20171201",".02","","","","21.66099","5643.5"
"South State Corporation","SSB","1.29","1.43","3","3","1.47","3","4.7","5.81","6.34","17.4","14.52","13.32","1.82","1.56",".15","0","0","0","NSDQ","12","Finance","Banks - Southeast","9.24","1.67","3.17","20180424","20171201","1.3","0","0","0","8.56849","3104.65"
